Facies,Formation,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Latitude,Longitude
8,B5 LM,3034,42.31,0.504,3.2,12.595,,2,0.233,37.6747257,-101.1675259
8,B5 LM,3034.5,45.53,0.52,3.7,11.585,,2,0.2,37.6747257,-101.1675259
6,B5 LM,3035,53.57,0.524,3.7,10.93,,2,0.167,37.6747257,-101.1675259
5,B5 LM,3035.5,58.75,0.519,3.8,10.71,,2,0.133,37.6747257,-101.1675259
6,B5 LM,3036,62.45,0.5,3.7,10.68,,2,0.1,37.6747257,-101.1675259
8,B5 LM,3036.5,64.3,0.476,6.7,12.145,,2,0.067,37.6747257,-101.1675259
8,B5 LM,3037,83.36,0.43,10.6,14.415,,2,0.033,37.6747257,-101.1675259
3,C SH,3037.5,99.93,0.377,13,19.93,,1,1,37.6747257,-101.1675259
3,C SH,3038,107.9,0.35,10.7,23.79,,1,0.981,37.6747257,-101.1675259
3,C SH,3038.5,109.79,0.338,10.3,24.205,,1,0.962,37.6747257,-101.1675259
3,C SH,3039,107.46,0.338,8.9,23.415,,1,0.943,37.6747257,-101.1675259
3,C SH,3039.5,104.2,0.364,8.8,21.355,,1,0.925,37.6747257,-101.1675259
3,C SH,3040,100.89,0.403,8.5,19.2,,1,0.906,37.6747257,-101.1675259
3,C SH,3040.5,96.81,0.436,9.1,18.54,,1,0.887,37.6747257,-101.1675259
3,C SH,3041,93.52,0.45,10.1,18.555,,1,0.868,37.6747257,-101.1675259
3,C SH,3041.5,91.17,0.464,9.5,19.16,,1,0.849,37.6747257,-101.1675259
3,C SH,3042,91.16,0.48,7,20.555,,1,0.83,37.6747257,-101.1675259
3,C SH,3042.5,91.16,0.498,7,20.82,,1,0.811,37.6747257,-101.1675259
3,C SH,3043,90.22,0.511,9.2,20.195,,1,0.792,37.6747257,-101.1675259
3,C SH,3043.5,88.76,0.513,11.7,19.065,,1,0.774,37.6747257,-101.1675259
3,C SH,3044,87.23,0.525,10.5,18.955,,1,0.755,37.6747257,-101.1675259
3,C SH,3044.5,86.48,0.528,7.5,19.295,,1,0.736,37.6747257,-101.1675259
2,C SH,3045,86.01,0.528,4.6,19.375,,1,0.717,37.6747257,-101.1675259
2,C SH,3045.5,86.01,0.522,5.6,17.82,,1,0.698,37.6747257,-101.1675259
2,C SH,3046,86,0.516,8.9,15.975,,1,0.679,37.6747257,-101.1675259
2,C SH,3046.5,87.85,0.516,12,14.545,,1,0.66,37.6747257,-101.1675259
2,C SH,3047,90.4,0.522,13,14.125,,1,0.642,37.6747257,-101.1675259
2,C SH,3047.5,92.34,0.56,13.1,13.93,,1,0.623,37.6747257,-101.1675259
2,C SH,3048,93.96,0.592,12.6,13.6,,1,0.604,37.6747257,-101.1675259
2,C SH,3048.5,94.35,0.607,11.9,13.58,,1,0.585,37.6747257,-101.1675259
2,C SH,3049,93.85,0.607,11,13.95,,1,0.566,37.6747257,-101.1675259
2,C SH,3049.5,92.45,0.607,9.3,14.73,,1,0.547,37.6747257,-101.1675259
2,C SH,3050,91.43,0.613,10,14.335,,1,0.528,37.6747257,-101.1675259
2,C SH,3050.5,90.38,0.603,10.8,13.985,,1,0.509,37.6747257,-101.1675259
2,C SH,3051,91.31,0.592,11.9,14.05,,1,0.491,37.6747257,-101.1675259
2,C SH,3051.5,94.47,0.582,12.7,14.2,,1,0.472,37.6747257,-101.1675259
2,C SH,3052,95.67,0.575,13.6,14.39,,1,0.453,37.6747257,-101.1675259
2,C SH,3052.5,95.66,0.584,13.7,14.61,,1,0.434,37.6747257,-101.1675259
2,C SH,3053,94.72,0.593,13.2,14.95,,1,0.415,37.6747257,-101.1675259
2,C SH,3053.5,93.76,0.588,11.4,14.8,,1,0.396,37.6747257,-101.1675259
2,C SH,3054,91.57,0.581,10.6,14.75,,1,0.377,37.6747257,-101.1675259
2,C SH,3054.5,88.82,0.581,11.3,13.885,,1,0.358,37.6747257,-101.1675259
2,C SH,3055,88.2,0.575,11.2,13.455,,1,0.34,37.6747257,-101.1675259
2,C SH,3055.5,89.12,0.568,11.1,13.295,,1,0.321,37.6747257,-101.1675259
2,C SH,3056,89.11,0.562,11.4,13.205,,1,0.302,37.6747257,-101.1675259
2,C SH,3056.5,89.68,0.559,11.8,14.08,,1,0.283,37.6747257,-101.1675259
2,C SH,3057,95.2,0.553,9.3,15.595,,1,0.264,37.6747257,-101.1675259
2,C SH,3057.5,100.38,0.533,7,16.775,,1,0.245,37.6747257,-101.1675259
2,C SH,3058,100.69,0.502,5.6,17.655,,1,0.226,37.6747257,-101.1675259
2,C SH,3058.5,101.17,0.48,9.3,17.035,,1,0.208,37.6747257,-101.1675259
2,C SH,3059,105.79,0.45,13.6,17.85,,1,0.189,37.6747257,-101.1675259
3,C SH,3059.5,110.42,0.431,14.7,18.84,,1,0.17,37.6747257,-101.1675259
3,C SH,3060,115.02,0.408,15.2,19.66,,1,0.151,37.6747257,-101.1675259
3,C SH,3060.5,118.87,0.394,12.1,20.855,,1,0.132,37.6747257,-101.1675259
3,C SH,3061,120.98,0.389,8,20.965,,1,0.113,37.6747257,-101.1675259
3,C SH,3061.5,120.17,0.382,8.7,19.085,,1,0.075,37.6747257,-101.1675259
3,C SH,3062,118.88,0.384,10.7,19.515,,1,0.057,37.6747257,-101.1675259
3,C SH,3062.5,117.37,0.407,9.4,20.135,,1,0.038,37.6747257,-101.1675259
3,C SH,3063,112.94,0.438,7.4,21.47,,1,0.019,37.6747257,-101.1675259
5,C LM,3063.5,104.72,0.468,5.8,22.55,,2,1,37.6747257,-101.1675259
8,C LM,3064,93.17,0.498,5.1,23.07,,2,0.991,37.6747257,-101.1675259
8,C LM,3064.5,82.73,0.559,5.6,19.8,,2,0.983,37.6747257,-101.1675259
8,C LM,3065,71.43,0.687,1.3,10.76,,2,0.974,37.6747257,-101.1675259
8,C LM,3065.5,52.48,0.923,0.9,6.66,,2,0.966,37.6747257,-101.1675259
8,C LM,3066,29.52,0.898,0.6,6.32,,2,0.957,37.6747257,-101.1675259
8,C LM,3066.5,20.23,0.857,0.6,6.24,,2,0.948,37.6747257,-101.1675259
6,C LM,3067,19.76,0.801,0.6,6.4,,2,0.94,37.6747257,-101.1675259
6,C LM,3067.5,20.21,0.76,0.8,6.82,,2,0.931,37.6747257,-101.1675259
6,C LM,3068,21.11,0.721,0.6,8.14,,2,0.922,37.6747257,-101.1675259
6,C LM,3068.5,28.3,0.78,0.2,9.295,,2,0.914,37.6747257,-101.1675259
5,C LM,3069,33.2,0.86,2.1,8.725,,2,0.905,37.6747257,-101.1675259
8,C LM,3069.5,34.58,0.844,3.6,7.585,,2,0.897,37.6747257,-101.1675259
8,C LM,3070,35.04,0.827,3.5,6.925,,2,0.888,37.6747257,-101.1675259
8,C LM,3070.5,31.78,0.809,3.7,6.7,,2,0.879,37.6747257,-101.1675259
6,C LM,3071,25.36,0.78,3.8,6.585,,2,0.871,37.6747257,-101.1675259
6,C LM,3071.5,24.34,0.724,6,7.545,,2,0.862,37.6747257,-101.1675259
7,C LM,3072,24.38,0.644,8,9.3,,2,0.853,37.6747257,-101.1675259
7,C LM,3072.5,25.72,0.601,6.7,10.78,,2,0.845,37.6747257,-101.1675259
7,C LM,3073,31.28,0.594,6.9,10.86,,2,0.836,37.6747257,-101.1675259
7,C LM,3073.5,33.13,0.607,6.8,10.785,,2,0.828,37.6747257,-101.1675259
7,C LM,3074,33.13,0.627,5.4,10.165,,2,0.819,37.6747257,-101.1675259
7,C LM,3074.5,33.28,0.658,3.3,9.935,,2,0.81,37.6747257,-101.1675259
7,C LM,3075,35.32,0.697,1.6,9.495,,2,0.802,37.6747257,-101.1675259
7,C LM,3075.5,39.73,0.732,2,8.185,,2,0.793,37.6747257,-101.1675259
6,C LM,3076,44.71,0.78,3.7,7.35,,2,0.784,37.6747257,-101.1675259
6,C LM,3076.5,47.02,0.859,4.9,7.025,,2,0.776,37.6747257,-101.1675259
6,C LM,3077,47.48,0.895,6.4,7.11,,2,0.767,37.6747257,-101.1675259
6,C LM,3077.5,47.67,0.914,6.6,6.95,,2,0.759,37.6747257,-101.1675259
6,C LM,3078,48.06,0.92,6.5,7.035,,2,0.75,37.6747257,-101.1675259
6,C LM,3078.5,48.06,0.92,6.5,7.035,,2,0.75,37.6747257,-101.1675259
6,C LM,3079,50.2,0.92,6.4,7.17,,2,0.741,37.6747257,-101.1675259
6,C LM,3079.5,54.42,0.92,6.2,7.405,,2,0.733,37.6747257,-101.1675259
5,C LM,3080,55.8,0.919,5.5,7.825,,2,0.724,37.6747257,-101.1675259
5,C LM,3080.5,53.94,0.919,4.5,8.11,,2,0.716,37.6747257,-101.1675259
5,C LM,3081,51.81,0.919,3.3,8.435,,2,0.707,37.6747257,-101.1675259
5,C LM,3081.5,49.4,0.913,3,8.51,,2,0.698,37.6747257,-101.1675259
5,C LM,3082,47.78,0.913,3.3,8.385,,2,0.69,37.6747257,-101.1675259
5,C LM,3082.5,46.95,0.906,4.6,8.06,,2,0.681,37.6747257,-101.1675259
5,C LM,3083,47.4,0.906,5.2,8.07,,2,0.672,37.6747257,-101.1675259
5,C LM,3083.5,48.32,0.9,5.4,8.265,,2,0.664,37.6747257,-101.1675259
5,C LM,3084,49.07,0.897,4.3,9,,2,0.655,37.6747257,-101.1675259
5,C LM,3084.5,50.13,0.897,2.5,9.66,,2,0.647,37.6747257,-101.1675259
6,C LM,3085,51.38,0.902,3.5,9.08,,2,0.638,37.6747257,-101.1675259
6,C LM,3085.5,52.62,0.913,4.7,8.5,,2,0.629,37.6747257,-101.1675259
6,C LM,3086,54.33,0.925,5,8.235,,2,0.621,37.6747257,-101.1675259
6,C LM,3086.5,56.18,0.937,4.8,8.01,,2,0.612,37.6747257,-101.1675259
6,C LM,3087,57.56,0.942,4.2,8.02,,2,0.603,37.6747257,-101.1675259
6,C LM,3087.5,59.25,0.942,3.6,8.03,,2,0.595,37.6747257,-101.1675259
6,C LM,3088,61.36,0.942,3.5,8.105,,2,0.586,37.6747257,-101.1675259
6,C LM,3088.5,63.92,0.936,5.3,7.895,,2,0.578,37.6747257,-101.1675259
6,C LM,3089,67.46,0.932,7,7.805,,2,0.569,37.6747257,-101.1675259
6,C LM,3089.5,72.85,0.907,8.5,7.94,,2,0.56,37.6747257,-101.1675259
6,C LM,3090,84.46,0.879,10.1,8.63,,2,0.552,37.6747257,-101.1675259
6,C LM,3090.5,98.11,0.843,10.7,9.26,,2,0.543,37.6747257,-101.1675259
5,C LM,3091,115.09,0.816,10.7,9.59,,2,0.534,37.6747257,-101.1675259
5,C LM,3091.5,128.3,0.792,10.1,9.835,,2,0.526,37.6747257,-101.1675259
4,C LM,3092,128.3,0.792,10.1,9.835,,2,0.526,37.6747257,-101.1675259
4,C LM,3092.5,141.19,0.781,7,10.78,,2,0.517,37.6747257,-101.1675259
4,C LM,3093,168.43,0.781,2.2,12.9,,2,0.509,37.6747257,-101.1675259
4,C LM,3093.5,159.61,0.781,1.3,13.73,,2,0.5,37.6747257,-101.1675259
4,C LM,3094,146.35,0.78,2.4,13.675,,2,0.491,37.6747257,-101.1675259
4,C LM,3094.5,137.77,0.78,3.2,13.37,,2,0.483,37.6747257,-101.1675259
4,C LM,3095,110.36,0.78,3.9,13.145,,2,0.474,37.6747257,-101.1675259
4,C LM,3095.5,93.18,0.78,4.7,13,,2,0.466,37.6747257,-101.1675259
4,C LM,3096,78.74,0.778,5.3,12.895,,2,0.457,37.6747257,-101.1675259
4,C LM,3096.5,71.43,0.766,5.2,12.635,,2,0.448,37.6747257,-101.1675259
4,C LM,3097,69.7,0.754,4.4,12.68,,2,0.44,37.6747257,-101.1675259
4,C LM,3097.5,69.01,0.736,4.2,13.25,,2,0.431,37.6747257,-101.1675259
4,C LM,3098,68.54,0.719,4.8,13.905,,2,0.422,37.6747257,-101.1675259
4,C LM,3098.5,68.53,0.7,6,14.32,,2,0.414,37.6747257,-101.1675259
4,C LM,3099,69,0.694,6.6,14.4,,2,0.405,37.6747257,-101.1675259
4,C LM,3099.5,69.27,0.687,6.8,14.28,,2,0.397,37.6747257,-101.1675259
4,C LM,3100,69.91,0.68,6.7,14.21,,2,0.388,37.6747257,-101.1675259
4,C LM,3100.5,70.99,0.678,6.7,14.48,,2,0.379,37.6747257,-101.1675259
4,C LM,3101,71.95,0.674,7,15.205,,2,0.371,37.6747257,-101.1675259
4,C LM,3101.5,73.74,0.672,7.1,15.8,,2,0.362,37.6747257,-101.1675259
4,C LM,3102,77.33,0.668,6.9,15.985,,2,0.353,37.6747257,-101.1675259
4,C LM,3102.5,82.89,0.667,7.1,15.925,,2,0.345,37.6747257,-101.1675259
4,C LM,3103,91.25,0.667,7.3,15.86,,2,0.336,37.6747257,-101.1675259
4,C LM,3103.5,96.66,0.663,7.9,16.08,,2,0.328,37.6747257,-101.1675259
4,C LM,3104,99.78,0.668,8.5,16.695,,2,0.319,37.6747257,-101.1675259
4,C LM,3104.5,100.52,0.698,10,16.165,,2,0.31,37.6747257,-101.1675259
4,C LM,3105,100.52,0.697,10.3,16.085,,2,0.302,37.6747257,-101.1675259
4,C LM,3105.5,99.28,0.697,8.1,15.16,,2,0.293,37.6747257,-101.1675259
4,C LM,3106,96.61,0.697,5.5,14.04,,2,0.284,37.6747257,-101.1675259
4,C LM,3106.5,87.87,0.696,3.2,13.055,,2,0.276,37.6747257,-101.1675259
6,C LM,3107,74.49,0.702,2.2,12.83,,2,0.267,37.6747257,-101.1675259
6,C LM,3107.5,66.13,0.703,3.6,11.6,,2,0.259,37.6747257,-101.1675259
6,C LM,3108,67.05,0.72,7.9,11.32,,2,0.25,37.6747257,-101.1675259
6,C LM,3108.5,75.94,0.687,12.6,12.935,,2,0.241,37.6747257,-101.1675259
4,C LM,3109,90.7,0.625,15.2,14.45,,2,0.233,37.6747257,-101.1675259
2,C LM,3109.5,101.41,0.55,16.8,15.515,,1,0.224,37.6747257,-101.1675259
2,C LM,3110,105.12,0.489,18.2,16.625,,1,0.216,37.6747257,-101.1675259
2,C LM,3110.5,107.1,0.43,17.7,17.06,,1,0.207,37.6747257,-101.1675259
2,C LM,3111,103.88,0.393,14.7,18.785,,1,0.198,37.6747257,-101.1675259
2,C LM,3111.5,97.63,0.356,11.6,18.98,,1,0.19,37.6747257,-101.1675259
8,C LM,3112,30.78,0.283,1.3,17.555,,2,0.164,37.6747257,-101.1675259
8,C LM,3112.5,24.65,0.262,0.8,17.925,,2,0.155,37.6747257,-101.1675259
8,C LM,3113,23.36,0.243,3.9,16.51,,2,0.147,37.6747257,-101.1675259
8,C LM,3113.5,27.77,0.23,6.6,15.915,,2,0.138,37.6747257,-101.1675259
8,C LM,3114,32.19,0.238,6.8,15.845,,2,0.129,37.6747257,-101.1675259
8,C LM,3114.5,36.6,0.243,6.7,15.605,,2,0.121,37.6747257,-101.1675259
8,C LM,3115,41.01,0.253,4.5,15.51,,2,0.112,37.6747257,-101.1675259
8,C LM,3115.5,45.42,0.265,0.9,14.905,,2,0.103,37.6747257,-101.1675259
8,C LM,3116,49.83,0.288,-1.7,13.62,,2,0.095,37.6747257,-101.1675259
8,C LM,3116.5,54.24,0.318,-2.7,12.285,,2,0.086,37.6747257,-101.1675259
8,C LM,3117,58.65,0.408,-4.2,10.255,,2,0.078,37.6747257,-101.1675259
8,C LM,3117.5,63.07,0.66,-3.6,9.37,,2,0.069,37.6747257,-101.1675259
8,C LM,3118,66.12,0.79,-2.9,8.73,,2,0.06,37.6747257,-101.1675259
8,C LM,3118.5,67.66,0.878,-2.2,8.325,,2,0.052,37.6747257,-101.1675259
8,C LM,3119,68.34,0.91,-1.8,8.065,,2,0.043,37.6747257,-101.1675259
8,C LM,3119.5,67.87,0.926,1.8,8.175,,2,0.034,37.6747257,-101.1675259
8,C LM,3120,66,0.928,6.3,8.54,,2,0.026,37.6747257,-101.1675259
8,C LM,3120.5,67.39,0.898,9.6,9.755,,2,0.017,37.6747257,-101.1675259
8,C LM,3121,76.58,0.85,12.1,10.815,,2,0.009,37.6747257,-101.1675259
