Facies,Formation,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Latitude,Longitude
2,B4 SH,2747.5,67.76,0.53,6.7,11.95,3.2,1,0.565,37.4499614,-101.6121913
2,B4 SH,2748,62.93,0.53,5.7,11.65,3.3,1,0.522,37.4499614,-101.6121913
2,B4 SH,2748.5,58.85,0.53,2.8,10.7,3.3,1,0.478,37.4499614,-101.6121913
2,B4 SH,2749,57.92,0.521,2.2,11,3.3,1,0.435,37.4499614,-101.6121913
2,B4 SH,2749.5,61.42,0.53,2.2,11.2,3.2,1,0.391,37.4499614,-101.6121913
2,B4 SH,2750,61.98,0.53,2.5,11.45,3.2,1,0.348,37.4499614,-101.6121913
2,B4 SH,2750.5,62.63,0.539,2.8,11.5,3.1,1,0.304,37.4499614,-101.6121913
2,B4 SH,2751,62.94,0.539,3.6,11.2,3.1,1,0.261,37.4499614,-101.6121913
2,B4 SH,2751.5,65.85,0.53,4.4,10.9,3.3,1,0.217,37.4499614,-101.6121913
2,B4 SH,2752,68.59,0.53,4.4,10.9,3.4,1,0.174,37.4499614,-101.6121913
3,B4 SH,2752.5,74.99,0.53,2.7,12.25,3.5,1,0.13,37.4499614,-101.6121913
3,B4 SH,2753,79.04,0.539,3,14.5,3.6,1,0.087,37.4499614,-101.6121913
3,B4 SH,2753.5,79.86,0.558,3.2,17.8,3.4,1,0.043,37.4499614,-101.6121913
3,B4 SH,2754,79.11,0.61,7,17.7,3.2,1,0.01,37.4499614,-101.6121913
6,B4 LM,2754.5,79.11,0.61,7,17.7,3.2,2,1,37.4499614,-101.6121913
8,B4 LM,2755,73.93,0.689,7,14.1,3.2,2,0.857,37.4499614,-101.6121913
8,B4 LM,2755.5,56.13,0.698,5.6,9.2,3.5,2,0.714,37.4499614,-101.6121913
8,B4 LM,2756,30.61,0.698,4.2,6.4,4.1,2,0.571,37.4499614,-101.6121913
8,B4 LM,2756.5,18.45,0.68,3.2,5.3,4.7,2,0.429,37.4499614,-101.6121913
8,B4 LM,2757,19.36,0.562,3.7,5.55,5,2,0.143,37.4499614,-101.6121913
3,B5 SH,2757.5,26.23,0.465,1.3,7.95,4.8,1,1,37.4499614,-101.6121913
3,B5 SH,2758,31.45,0.427,-1.1,13.65,4.5,1,0.917,37.4499614,-101.6121913
3,B5 SH,2758.5,39.85,0.371,-0.9,19.55,3.8,1,0.833,37.4499614,-101.6121913
3,B5 SH,2759,55.71,0.362,-0.7,28.15,2.9,1,0.75,37.4499614,-101.6121913
3,B5 SH,2759.5,65.46,0.343,-1.4,26.8,2.6,1,0.667,37.4499614,-101.6121913
3,B5 SH,2760,68.77,0.343,-2.9,24.15,2.7,1,0.583,37.4499614,-101.6121913
3,B5 SH,2760.5,73.83,0.343,1.1,20.65,2.9,1,0.5,37.4499614,-101.6121913
3,B5 SH,2761,76.77,0.409,-1.1,21.85,3.1,1,0.417,37.4499614,-101.6121913
3,B5 SH,2761.5,77.06,0.455,-2.4,22.9,3,1,0.333,37.4499614,-101.6121913
3,B5 SH,2762,75.99,0.493,-3.3,23.45,2.9,1,0.25,37.4499614,-101.6121913
3,B5 SH,2762.5,70.48,0.53,-4.2,23.9,2.8,1,0.167,37.4499614,-101.6121913
3,B5 SH,2763,64.69,0.567,-5.8,24.6,2.7,1,0.083,37.4499614,-101.6121913
8,B5 LM,2763.5,53.18,0.623,-4.6,22.6,2.6,2,1,37.4499614,-101.6121913
8,B5 LM,2764,27.76,0.68,5,10.9,3.3,2,0.944,37.4499614,-101.6121913
8,B5 LM,2764.5,24,0.651,6.8,9.4,3.8,2,0.917,37.4499614,-101.6121913
8,B5 LM,2765,20.94,0.623,6.5,9.55,4.2,2,0.889,37.4499614,-101.6121913
8,B5 LM,2765.5,20.62,0.586,5.8,10.4,4.3,2,0.861,37.4499614,-101.6121913
8,B5 LM,2766,19.31,0.502,5.1,12.05,4.4,2,0.833,37.4499614,-101.6121913
8,B5 LM,2766.5,18.91,0.409,4.8,13.5,4.5,2,0.806,37.4499614,-101.6121913
8,B5 LM,2767,17.04,0.362,4.1,14.95,4.5,2,0.778,37.4499614,-101.6121913
8,B5 LM,2767.5,15.6,0.296,4.1,16.15,4.5,2,0.75,37.4499614,-101.6121913
7,B5 LM,2768,14.28,0.259,3.5,16.85,4.5,2,0.722,37.4499614,-101.6121913
7,B5 LM,2768.5,13.53,0.226,2.5,15.95,4.5,2,0.694,37.4499614,-101.6121913
7,B5 LM,2769,17.33,0.203,3.6,14.3,4.5,2,0.667,37.4499614,-101.6121913
7,B5 LM,2769.5,22,0.194,5.7,13.15,4.4,2,0.639,37.4499614,-101.6121913
7,B5 LM,2770,27.28,0.194,7.6,12.8,4.2,2,0.611,37.4499614,-101.6121913
7,B5 LM,2770.5,34.55,0.194,11,15.3,3.9,2,0.583,37.4499614,-101.6121913
7,B5 LM,2771,35.39,0.203,11.5,17.75,3.7,2,0.556,37.4499614,-101.6121913
7,B5 LM,2771.5,35.46,0.212,10.4,18.5,3.6,2,0.528,37.4499614,-101.6121913
7,B5 LM,2772,37.16,0.231,8.9,17.65,3.5,2,0.5,37.4499614,-101.6121913
7,B5 LM,2772.5,42.1,0.259,6.4,14.5,3.5,2,0.472,37.4499614,-101.6121913
7,B5 LM,2773,59.72,0.296,7.3,13.45,3.6,2,0.444,37.4499614,-101.6121913
7,B5 LM,2773.5,83.87,0.352,7.3,12.55,3.8,2,0.417,37.4499614,-101.6121913
7,B5 LM,2774,61.49,0.362,6,11.4,4.1,2,0.389,37.4499614,-101.6121913
7,B5 LM,2774.5,29.36,0.38,6.3,10.55,4.2,2,0.361,37.4499614,-101.6121913
7,B5 LM,2775,32.62,0.399,5.8,9.8,4.4,2,0.333,37.4499614,-101.6121913
7,B5 LM,2775.5,33.41,0.418,5.7,9.75,4.5,2,0.306,37.4499614,-101.6121913
7,B5 LM,2776,37.19,0.436,4.2,10.8,4.6,2,0.278,37.4499614,-101.6121913
7,B5 LM,2776.5,39.56,0.452,4.2,12.3,4.7,2,0.25,37.4499614,-101.6121913
7,B5 LM,2777,44.16,0.494,2.6,13.3,4.7,2,0.222,37.4499614,-101.6121913
7,B5 LM,2777.5,56.62,0.531,0.5,13.85,4.7,2,0.194,37.4499614,-101.6121913
6,B5 LM,2778,68.42,0.567,-0.4,13.2,4.5,2,0.167,37.4499614,-101.6121913
6,B5 LM,2778.5,87.91,0.586,0.4,10.5,4.4,2,0.139,37.4499614,-101.6121913
6,B5 LM,2779,90.81,0.633,1.9,7.55,4.5,2,0.111,37.4499614,-101.6121913
6,B5 LM,2779.5,88.5,0.651,2,5.6,4.7,2,0.083,37.4499614,-101.6121913
6,B5 LM,2780,92.21,0.661,1.8,4.3,4.8,2,0.056,37.4499614,-101.6121913
6,B5 LM,2780.5,89.56,0.661,2,4.2,4.7,2,0.028,37.4499614,-101.6121913
6,B5 LM,2781,78.51,0.642,1.5,5.05,4.5,2,0.01,37.4499614,-101.6121913
3,C SH,2781.5,78.51,0.642,1.5,5.05,4.5,1,1,37.4499614,-101.6121913
3,C SH,2782,80.19,0.614,1.2,9.4,4.2,1,0.982,37.4499614,-101.6121913
3,C SH,2782.5,85.11,0.567,0.2,13,3.9,1,0.965,37.4499614,-101.6121913
3,C SH,2783,86.97,0.549,0.7,16.65,3.4,1,0.947,37.4499614,-101.6121913
3,C SH,2783.5,84.85,0.549,2.9,18.35,3.2,1,0.93,37.4499614,-101.6121913
3,C SH,2784,80.37,0.549,5.2,19.5,3.1,1,0.912,37.4499614,-101.6121913
3,C SH,2784.5,74.4,0.558,8.4,20.7,3,1,0.895,37.4499614,-101.6121913
3,C SH,2785,74.77,0.558,9.2,20.3,3,1,0.877,37.4499614,-101.6121913
3,C SH,2785.5,75.13,0.549,8.6,18.9,3.1,1,0.86,37.4499614,-101.6121913
3,C SH,2786,74.23,0.549,8.9,17.95,3.2,1,0.842,37.4499614,-101.6121913
3,C SH,2786.5,73.64,0.539,10,16.7,3.2,1,0.825,37.4499614,-101.6121913
3,C SH,2787,74.34,0.533,10,16.9,3.3,1,0.807,37.4499614,-101.6121913
3,C SH,2787.5,74.26,0.53,8.9,17.65,3.3,1,0.789,37.4499614,-101.6121913
3,C SH,2788,73.78,0.53,6.7,18.75,3.2,1,0.772,37.4499614,-101.6121913
3,C SH,2788.5,73.38,0.53,5.7,18.45,3.2,1,0.754,37.4499614,-101.6121913
3,C SH,2789,72.69,0.53,5,18.1,3.1,1,0.737,37.4499614,-101.6121913
3,C SH,2789.5,73.82,0.521,5.8,16.3,3.1,1,0.719,37.4499614,-101.6121913
3,C SH,2790,77.1,0.493,7.6,15.5,3.2,1,0.702,37.4499614,-101.6121913
3,C SH,2790.5,78.49,0.483,13,13.3,3.2,1,0.684,37.4499614,-101.6121913
3,C SH,2791,78.59,0.465,14.3,14.25,3.3,1,0.667,37.4499614,-101.6121913
3,C SH,2791.5,78.57,0.455,13.4,14.5,3.3,1,0.649,37.4499614,-101.6121913
3,C SH,2792,76.44,0.436,13.1,14.45,3.4,1,0.632,37.4499614,-101.6121913
3,C SH,2792.5,74.66,0.427,10.5,13.25,3.4,1,0.614,37.4499614,-101.6121913
3,C SH,2793,74.76,0.418,10.1,13.45,3.4,1,0.596,37.4499614,-101.6121913
3,C SH,2793.5,75.86,0.409,9.9,15.35,3.4,1,0.579,37.4499614,-101.6121913
3,C SH,2794,77.96,0.409,7.7,17.05,3.4,1,0.561,37.4499614,-101.6121913
3,C SH,2794.5,78.82,0.418,7.3,20.75,3.3,1,0.544,37.4499614,-101.6121913
2,C SH,2795,79.34,0.446,4.9,22.25,3.2,1,0.526,37.4499614,-101.6121913
2,C SH,2795.5,79.17,0.455,2.8,23.2,3.1,1,0.509,37.4499614,-101.6121913
2,C SH,2796,76.21,0.483,1.3,22.65,3,1,0.491,37.4499614,-101.6121913
2,C SH,2796.5,73.41,0.511,4.1,18.85,3,1,0.474,37.4499614,-101.6121913
2,C SH,2797,70.99,0.53,9.7,15.35,3.1,1,0.456,37.4499614,-101.6121913
2,C SH,2797.5,72.14,0.549,13.9,13.05,3.4,1,0.439,37.4499614,-101.6121913
2,C SH,2798,70.4,0.614,12.3,13.25,3.6,1,0.386,37.4499614,-101.6121913
2,C SH,2798.5,67.2,0.633,11.9,13.05,3.7,1,0.368,37.4499614,-101.6121913
2,C SH,2799,67.15,0.642,11.7,12.65,3.7,1,0.351,37.4499614,-101.6121913
2,C SH,2799.5,66.51,0.651,11.3,12.25,3.7,1,0.333,37.4499614,-101.6121913
2,C SH,2800,66.45,0.651,10.8,11.9,3.7,1,0.316,37.4499614,-101.6121913
2,C SH,2800.5,67.8,0.651,10.5,11.85,3.7,1,0.298,37.4499614,-101.6121913
3,C SH,2801,69.34,0.651,10.1,12.05,3.7,1,0.281,37.4499614,-101.6121913
3,C SH,2801.5,72.24,0.633,10.1,12.25,3.7,1,0.263,37.4499614,-101.6121913
3,C SH,2802,75.96,0.614,8.8,14.7,3.7,1,0.246,37.4499614,-101.6121913
3,C SH,2802.5,79.36,0.586,7.7,18.45,3.7,1,0.228,37.4499614,-101.6121913
3,C SH,2803,81.47,0.567,0.4,24.1,3.5,1,0.211,37.4499614,-101.6121913
3,C SH,2803.5,78.28,0.549,1.9,23.15,3.3,1,0.193,37.4499614,-101.6121913
3,C SH,2804,75.1,0.53,3,20.4,3,1,0.175,37.4499614,-101.6121913
3,C SH,2804.5,75.6,0.511,5.7,18.55,2.9,1,0.158,37.4499614,-101.6121913
3,C SH,2805,77.08,0.521,9.5,16.25,3.1,1,0.14,37.4499614,-101.6121913
3,C SH,2805.5,78.66,0.521,9.8,15.9,3.3,1,0.123,37.4499614,-101.6121913
3,C SH,2806,79.17,0.521,9.5,15.55,3.3,1,0.105,37.4499614,-101.6121913
3,C SH,2806.5,79.34,0.53,8.1,15.35,3.1,1,0.088,37.4499614,-101.6121913
3,C SH,2807,80,0.538,1.6,19,2.7,1,0.07,37.4499614,-101.6121913
3,C SH,2807.5,79.37,0.562,-7,25.6,1.8,1,0.053,37.4499614,-101.6121913
3,C SH,2808,77.67,0.584,0.7,26.45,1,1,0.035,37.4499614,-101.6121913
3,C SH,2808.5,75.52,0.606,3.9,25.05,0.2,1,0.018,37.4499614,-101.6121913
8,C LM,2810.5,21.76,0.997,11.1,0.55,3.4,2,0.956,37.4499614,-101.6121913
6,C LM,2811,18.63,1.063,5.1,3.55,4.6,2,0.941,37.4499614,-101.6121913
6,C LM,2811.5,22.29,1.109,2.9,5.15,4.6,2,0.926,37.4499614,-101.6121913
6,C LM,2812,26.95,1.137,3.4,5.5,4.5,2,0.912,37.4499614,-101.6121913
6,C LM,2812.5,32.25,1.137,3.6,5.6,4.3,2,0.897,37.4499614,-101.6121913
6,C LM,2813,33.61,1.137,3.1,5.15,4.3,2,0.882,37.4499614,-101.6121913
6,C LM,2813.5,35.08,1.109,2.8,4.7,4.5,2,0.868,37.4499614,-101.6121913
6,C LM,2814,33.38,1.072,2.6,4.5,4.6,2,0.853,37.4499614,-101.6121913
6,C LM,2814.5,30.61,1.016,2,4.6,4.6,2,0.838,37.4499614,-101.6121913
6,C LM,2815,29.09,0.979,1.2,5,4.6,2,0.824,37.4499614,-101.6121913
5,C LM,2815.5,29.88,0.941,2.2,5.4,4.5,2,0.809,37.4499614,-101.6121913
5,C LM,2816,34.23,0.932,4.3,5.15,4.3,2,0.794,37.4499614,-101.6121913
6,C LM,2816.5,39.19,0.932,7,6.1,4.3,2,0.779,37.4499614,-101.6121913
6,C LM,2817,43.79,0.932,9.1,6.55,4.3,2,0.765,37.4499614,-101.6121913
6,C LM,2817.5,51.07,0.932,8.4,6.9,4.2,2,0.75,37.4499614,-101.6121913
6,C LM,2818,49.55,0.955,5.7,5.75,4.2,2,0.735,37.4499614,-101.6121913
6,C LM,2818.5,42.49,0.979,3.5,4.85,4.3,2,0.721,37.4499614,-101.6121913
6,C LM,2819,48.45,1.007,3.5,5.05,4.4,2,0.706,37.4499614,-101.6121913
6,C LM,2819.5,54.59,1.044,3.9,5.45,4.4,2,0.691,37.4499614,-101.6121913
6,C LM,2820,56.75,1.053,3.5,5.45,4.5,2,0.676,37.4499614,-101.6121913
6,C LM,2820.5,48.11,1.044,2.8,5.5,4.7,2,0.662,37.4499614,-101.6121913
6,C LM,2821,41.37,1.016,2.3,5.65,4.7,2,0.647,37.4499614,-101.6121913
6,C LM,2821.5,40.62,0.997,1.8,6,4.8,2,0.632,37.4499614,-101.6121913
6,C LM,2822,43.16,0.988,1.7,6.35,4.8,2,0.618,37.4499614,-101.6121913
6,C LM,2822.5,46.73,0.969,2.6,7.1,4.7,2,0.603,37.4499614,-101.6121913
6,C LM,2823,51.04,0.96,3.7,8.15,4.5,2,0.588,37.4499614,-101.6121913
6,C LM,2823.5,54.56,0.979,3.6,8.2,4.2,2,0.574,37.4499614,-101.6121913
6,C LM,2824,53.58,1.007,3.4,7.8,3.9,2,0.559,37.4499614,-101.6121913
6,C LM,2824.5,50,1.081,2.5,6.75,3.8,2,0.544,37.4499614,-101.6121913
6,C LM,2825,46.51,1.1,0.7,5.35,3.8,2,0.529,37.4499614,-101.6121913
6,C LM,2825.5,41.43,1.109,0.6,5.3,3.9,2,0.515,37.4499614,-101.6121913
6,C LM,2826,40.19,1.081,0.6,5.4,3.9,2,0.5,37.4499614,-101.6121913
6,C LM,2826.5,42.42,1.025,1,5.6,3.8,2,0.485,37.4499614,-101.6121913
6,C LM,2827,61.67,1.025,3.7,7.05,3.9,2,0.471,37.4499614,-101.6121913
6,C LM,2827.5,87.35,1.054,4.9,7.65,3.9,2,0.456,37.4499614,-101.6121913
6,C LM,2828,105.98,1.072,6.3,8.35,4,2,0.441,37.4499614,-101.6121913
4,C LM,2828.5,130,1.063,6.4,8.3,4.3,2,0.426,37.4499614,-101.6121913
4,C LM,2829,165,1.044,0.8,5.2,4.4,2,0.412,37.4499614,-101.6121913
4,C LM,2829.5,120,1.007,1.1,4.95,4.5,2,0.397,37.4499614,-101.6121913
6,C LM,2830,105.14,0.988,1.7,4.95,4.6,2,0.382,37.4499614,-101.6121913
6,C LM,2830.5,100.12,0.96,3,5.3,4.6,2,0.368,37.4499614,-101.6121913
6,C LM,2831,123.09,0.913,5.1,6.65,4.6,2,0.353,37.4499614,-101.6121913
4,C LM,2831.5,165,0.876,5.9,8.45,4.4,2,0.338,37.4499614,-101.6121913
4,C LM,2832,172,0.857,9,10.8,4.4,2,0.324,37.4499614,-101.6121913
4,C LM,2832.5,145,0.857,8.8,11.3,4.3,2,0.309,37.4499614,-101.6121913
6,C LM,2833,105,0.988,7.7,11.85,4.3,2,0.294,37.4499614,-101.6121913
6,C LM,2833.5,85.77,0.997,8.5,11.15,4.3,2,0.279,37.4499614,-101.6121913
6,C LM,2834,58.49,0.988,1.2,5.6,4.5,2,0.265,37.4499614,-101.6121913
6,C LM,2834.5,47.01,0.969,2,4.1,4.7,2,0.25,37.4499614,-101.6121913
3,C LM,2835,44.86,0.913,2.1,3.95,4.8,1,0.235,37.4499614,-101.6121913
3,C LM,2835.5,45.57,0.727,-1.4,5.8,4.7,1,0.221,37.4499614,-101.6121913
3,C LM,2836,48.45,0.642,-5.6,9,4.5,1,0.206,37.4499614,-101.6121913
3,C LM,2836.5,55.62,0.605,-15.4,18.1,3.9,1,0.191,37.4499614,-101.6121913
3,C LM,2837,68.54,0.465,-11.8,22.5,3.4,1,0.176,37.4499614,-101.6121913
3,C LM,2837.5,77.15,0.418,-8,25,2.7,1,0.162,37.4499614,-101.6121913
3,C LM,2838,81.46,0.423,-2.4,24.4,2.5,1,0.147,37.4499614,-101.6121913
3,C LM,2838.5,80.74,0.436,1.8,24.7,2.4,1,0.132,37.4499614,-101.6121913
3,C LM,2839,83.61,0.567,12.2,29.4,2.4,1,0.118,37.4499614,-101.6121913
3,C LM,2839.5,84.33,0.642,11,28.5,2.4,1,0.103,37.4499614,-101.6121913
8,C LM,2840,79.48,0.689,7.7,26.15,2.5,2,0.074,37.4499614,-101.6121913
8,C LM,2840.5,62.88,0.689,12.6,23.7,2.7,2,0.059,37.4499614,-101.6121913
8,C LM,2841,41.04,0.633,13.7,10.65,3.2,2,0.044,37.4499614,-101.6121913
8,C LM,2841.5,33.99,0.567,3.2,3.9,3.8,2,0.029,37.4499614,-101.6121913
8,C LM,2842,30.81,0.493,3,4.2,4.9,2,0.015,37.4499614,-101.6121913
