Facies,Formation,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Latitude,Longitude
8,B4 LM,2968,60.07,0.656,7.7,13.75,3.9,2,1,37.32596,-101.32513
8,B4 LM,2968.5,48.91,0.681,4.9,10.65,4.3,2,0.923,37.32596,-101.32513
8,B4 LM,2969,39.4,0.708,5.4,7.3,4.7,2,0.846,37.32596,-101.32513
8,B4 LM,2969.5,33.8,0.736,1.6,7.7,4.9,2,0.769,37.32596,-101.32513
6,B4 LM,2970,34.66,0.757,1.5,7.75,4.7,2,0.692,37.32596,-101.32513
6,B4 LM,2970.5,36.28,0.766,2.6,6.4,4.8,2,0.615,37.32596,-101.32513
6,B4 LM,2971,34.45,0.753,2.9,5.75,4.5,2,0.538,37.32596,-101.32513
6,B4 LM,2971.5,30.67,0.72,2.7,6.25,4.3,2,0.462,37.32596,-101.32513
5,B4 LM,2972,26.59,0.668,4.6,6.5,4.2,2,0.385,37.32596,-101.32513
5,B4 LM,2972.5,23.77,0.609,5.5,6.35,4,2,0.308,37.32596,-101.32513
6,B4 LM,2973,25.2,0.55,4.9,6.65,3.8,2,0.231,37.32596,-101.32513
6,B4 LM,2973.5,29.99,0.5,5.3,7.25,3.5,2,0.154,37.32596,-101.32513
4,B4 LM,2974,37.46,0.461,6.1,8.85,3.4,2,0.077,37.32596,-101.32513
2,B5 SH,2974.5,47.6,0.433,7.8,11.5,3.2,1,1,37.32596,-101.32513
2,B5 SH,2975,57.5,0.41,9.3,14.95,3,1,0.923,37.32596,-101.32513
3,B5 SH,2975.5,68.77,0.389,9.4,19,2.9,1,0.846,37.32596,-101.32513
3,B5 SH,2976,80.03,0.373,9.8,20.6,2.9,1,0.769,37.32596,-101.32513
3,B5 SH,2976.5,84.28,0.358,9,21.8,3,1,0.692,37.32596,-101.32513
3,B5 SH,2977,85.4,0.346,11.2,20.9,3.1,1,0.615,37.32596,-101.32513
3,B5 SH,2977.5,88.92,0.338,12.6,19.9,3.3,1,0.538,37.32596,-101.32513
3,B5 SH,2978,89.45,0.336,13.2,19.8,3.3,1,0.462,37.32596,-101.32513
3,B5 SH,2978.5,90.91,0.342,12.9,20.05,3.3,1,0.385,37.32596,-101.32513
3,B5 SH,2979,97.24,0.356,14.2,20.1,3.4,1,0.308,37.32596,-101.32513
3,B5 SH,2979.5,100.16,0.382,13,21.7,3.5,1,0.231,37.32596,-101.32513
3,B5 SH,2980,100.42,0.42,13.8,23,3.5,1,0.154,37.32596,-101.32513
3,B5 SH,2980.5,94.18,0.464,11.8,22.9,3.5,1,0.077,37.32596,-101.32513
3,B5 SH,2981,94.18,0.464,11.8,22.9,3.5,1,0.077,37.32596,-101.32513
8,B5 LM,2981.5,81.3,0.513,8.4,20.6,3.7,2,1,37.32596,-101.32513
8,B5 LM,2982,64.21,0.571,3.4,15,3.8,2,0.977,37.32596,-101.32513
8,B5 LM,2982.5,48.35,0.639,2.5,9.95,4.1,2,0.953,37.32596,-101.32513
8,B5 LM,2983,36.53,0.72,1.3,7.95,4.4,2,0.93,37.32596,-101.32513
8,B5 LM,2983.5,33.58,0.797,3.1,6.95,4.6,2,0.907,37.32596,-101.32513
6,B5 LM,2984,34.97,0.866,2.9,6.95,4.7,2,0.884,37.32596,-101.32513
6,B5 LM,2984.5,37.31,0.917,2.8,6.2,4.6,2,0.86,37.32596,-101.32513
5,B5 LM,2985,38.17,0.944,2.7,5.35,4.7,2,0.837,37.32596,-101.32513
5,B5 LM,2985.5,38.05,0.957,2.8,4.7,4.8,2,0.814,37.32596,-101.32513
5,B5 LM,2986,35.15,0.957,2.1,4.15,4.8,2,0.791,37.32596,-101.32513
5,B5 LM,2986.5,32.92,0.947,1.4,3.1,4.8,2,0.767,37.32596,-101.32513
5,B5 LM,2987,30.87,0.927,0.8,2.6,4.9,2,0.744,37.32596,-101.32513
6,B5 LM,2987.5,30.25,0.894,-0.4,3.3,4.9,2,0.721,37.32596,-101.32513
6,B5 LM,2988,31.22,0.846,-1.4,5.5,4.9,2,0.698,37.32596,-101.32513
6,B5 LM,2988.5,34.06,0.78,-1.9,7.95,4.8,2,0.674,37.32596,-101.32513
6,B5 LM,2989,35.49,0.704,-2.8,9.8,4.8,2,0.651,37.32596,-101.32513
6,B5 LM,2989.5,36.73,0.617,-3.2,10.7,4.9,2,0.628,37.32596,-101.32513
9,B5 LM,2990,37.54,0.542,-4.8,12.2,4.8,2,0.605,37.32596,-101.32513
9,B5 LM,2990.5,35.97,0.48,-5.7,14.35,4.7,2,0.581,37.32596,-101.32513
9,B5 LM,2991,35.91,0.433,-6.2,16.4,4.7,2,0.558,37.32596,-101.32513
9,B5 LM,2991.5,36.21,0.396,-7,17.3,4.7,2,0.535,37.32596,-101.32513
9,B5 LM,2992,34.79,0.371,-7.1,17.45,4.6,2,0.512,37.32596,-101.32513
9,B5 LM,2992.5,34.92,0.358,-7.1,17.75,4.6,2,0.488,37.32596,-101.32513
9,B5 LM,2993,35.83,0.358,-6.2,17.6,4.6,2,0.465,37.32596,-101.32513
9,B5 LM,2993.5,35.65,0.367,-4.9,16.65,4.6,2,0.442,37.32596,-101.32513
9,B5 LM,2994,37.74,0.375,-5.3,15.95,4.6,2,0.419,37.32596,-101.32513
9,B5 LM,2994.5,41.79,0.377,-5,14.9,4.5,2,0.395,37.32596,-101.32513
9,B5 LM,2995,46.41,0.369,-5.1,14.35,4.5,2,0.372,37.32596,-101.32513
9,B5 LM,2995.5,51.44,0.356,-6.1,14.95,4.5,2,0.349,37.32596,-101.32513
9,B5 LM,2996,54.21,0.344,-5.8,16.1,4.5,2,0.326,37.32596,-101.32513
9,B5 LM,2996.5,52.96,0.34,-5.3,17.45,4.6,2,0.302,37.32596,-101.32513
9,B5 LM,2997,50.39,0.346,-4.2,18.3,4.6,2,0.279,37.32596,-101.32513
9,B5 LM,2997.5,50,0.36,-3.7,17.55,4.6,2,0.256,37.32596,-101.32513
9,B5 LM,2998,60.82,0.384,-3.8,15.2,4.7,2,0.233,37.32596,-101.32513
9,B5 LM,2998.5,99.31,0.418,-3.4,11.6,4.6,2,0.209,37.32596,-101.32513
6,B5 LM,2999,166.94,0.464,-2.5,8.25,4.6,2,0.186,37.32596,-101.32513
6,B5 LM,2999.5,235.25,0.526,-0.1,5.85,4.6,2,0.163,37.32596,-101.32513
6,B5 LM,3000,285.47,0.599,3,4.6,4.4,2,0.14,37.32596,-101.32513
6,B5 LM,3000.5,305.87,0.666,4.4,4.8,4.3,2,0.116,37.32596,-101.32513
6,B5 LM,3001,291.37,0.703,4.9,5.05,4.2,2,0.093,37.32596,-101.32513
6,B5 LM,3001.5,252.41,0.7,4.2,5.9,3.9,2,0.07,37.32596,-101.32513
8,B5 LM,3002,208.53,0.669,0.3,10.15,3.6,2,0.047,37.32596,-101.32513
5,B5 LM,3002.5,169.07,0.631,-0.2,15,3.4,2,0.023,37.32596,-101.32513
3,C SH,3003,136.52,0.594,2.5,17.75,3.4,1,1,37.32596,-101.32513
3,C SH,3003.5,108.53,0.561,6.2,20.7,3.3,1,0.976,37.32596,-101.32513
3,C SH,3004,89.16,0.533,10.4,19.6,3.4,1,0.951,37.32596,-101.32513
3,C SH,3004.5,80.39,0.513,13.5,18.25,3.5,1,0.927,37.32596,-101.32513
3,C SH,3005,78.07,0.501,14.3,18.05,3.6,1,0.902,37.32596,-101.32513
3,C SH,3005.5,76.31,0.496,13.7,18.35,3.6,1,0.878,37.32596,-101.32513
3,C SH,3006,72.35,0.497,13.2,18.6,3.7,1,0.854,37.32596,-101.32513
3,C SH,3006.5,74.77,0.504,11.8,19.3,3.7,1,0.829,37.32596,-101.32513
3,C SH,3007,75.05,0.515,11.5,19.55,3.8,1,0.805,37.32596,-101.32513
3,C SH,3007.5,71.98,0.529,10.5,19.35,3.8,1,0.78,37.32596,-101.32513
3,C SH,3008,71.05,0.542,10.4,17.9,3.7,1,0.756,37.32596,-101.32513
3,C SH,3008.5,68.96,0.549,10.7,15.75,3.7,1,0.732,37.32596,-101.32513
2,C SH,3009,64.84,0.554,10.6,13.6,3.6,1,0.707,37.32596,-101.32513
2,C SH,3009.5,65.22,0.558,10.6,12.6,3.6,1,0.683,37.32596,-101.32513
2,C SH,3010,66.6,0.565,10.8,13.5,3.5,1,0.659,37.32596,-101.32513
2,C SH,3010.5,68.59,0.574,12.4,14.6,3.5,1,0.634,37.32596,-101.32513
2,C SH,3011,73.44,0.585,12.6,16.7,3.5,1,0.61,37.32596,-101.32513
2,C SH,3011.5,76.76,0.595,14.4,16.7,3.4,1,0.585,37.32596,-101.32513
2,C SH,3012,78.76,0.603,14.2,16.6,3.4,1,0.561,37.32596,-101.32513
2,C SH,3012.5,80.33,0.607,12.5,16.15,3.6,1,0.537,37.32596,-101.32513
2,C SH,3013,77.14,0.613,9.8,15.7,3.7,1,0.512,37.32596,-101.32513
2,C SH,3013.5,71.91,0.621,9.5,13.95,3.7,1,0.488,37.32596,-101.32513
2,C SH,3014,68.44,0.631,8.8,13,3.8,1,0.463,37.32596,-101.32513
2,C SH,3014.5,64.99,0.64,10.6,11.3,3.8,1,0.439,37.32596,-101.32513
2,C SH,3015,64.47,0.643,8.6,12.1,3.7,1,0.415,37.32596,-101.32513
2,C SH,3015.5,64.96,0.632,9.1,12.15,3.6,1,0.39,37.32596,-101.32513
2,C SH,3016,66.29,0.609,9.9,12.55,3.4,1,0.366,37.32596,-101.32513
2,C SH,3016.5,67.6,0.577,10.4,12.8,3.4,1,0.341,37.32596,-101.32513
2,C SH,3017,67.43,0.545,8,15.8,3.3,1,0.317,37.32596,-101.32513
2,C SH,3017.5,68.87,0.52,5.8,19.5,3.2,1,0.293,37.32596,-101.32513
2,C SH,3018,73.88,0.502,6.1,21.45,3.3,1,0.268,37.32596,-101.32513
2,C SH,3018.5,77.89,0.49,6.5,23.15,3.4,1,0.244,37.32596,-101.32513
2,C SH,3019,83.49,0.484,6.3,23.15,3.4,1,0.22,37.32596,-101.32513
2,C SH,3019.5,87.98,0.484,9.9,21.65,3.4,1,0.195,37.32596,-101.32513
2,C SH,3020,86.45,0.497,9.5,21.25,3.4,1,0.171,37.32596,-101.32513
2,C SH,3020.5,86.29,0.521,10.3,19.95,3.4,1,0.146,37.32596,-101.32513
2,C SH,3021,82.18,0.565,14.1,17.95,3.6,1,0.122,37.32596,-101.32513
2,C SH,3021.5,77.07,0.621,8.9,20.65,3.5,1,0.098,37.32596,-101.32513
2,C SH,3022,72.45,0.689,8.5,21.65,3.8,1,0.073,37.32596,-101.32513
2,C SH,3022.5,63.1,0.753,4.9,20.55,3.8,1,0.049,37.32596,-101.32513
2,C SH,3023,49.23,0.806,-1.4,15.3,3.9,1,0.024,37.32596,-101.32513
8,C LM,3023.5,37.7,0.852,0.8,9,4.3,2,1,37.32596,-101.32513
8,C LM,3024,26.37,0.89,2.4,6.1,4.5,2,0.989,37.32596,-101.32513
6,C LM,3024.5,19.57,0.916,0.6,7,4.5,2,0.978,37.32596,-101.32513
6,C LM,3025,17.32,0.916,0.4,7,4.3,2,0.966,37.32596,-101.32513
6,C LM,3025.5,17.09,0.891,0.2,6.1,4.1,2,0.955,37.32596,-101.32513
6,C LM,3026,19.53,0.856,-0.1,5.75,3.9,2,0.944,37.32596,-101.32513
6,C LM,3026.5,25.62,0.826,0.7,6.25,3.7,2,0.933,37.32596,-101.32513
6,C LM,3027,33.05,0.808,2.5,7.85,3.5,2,0.921,37.32596,-101.32513
6,C LM,3027.5,42.69,0.796,5.2,9.9,3.4,2,0.91,37.32596,-101.32513
6,C LM,3028,47.37,0.786,6.1,10.75,3.4,2,0.899,37.32596,-101.32513
6,C LM,3028.5,47.9,0.781,6,9.9,3.5,2,0.888,37.32596,-101.32513
6,C LM,3029,45.19,0.787,4.5,8.95,3.6,2,0.876,37.32596,-101.32513
6,C LM,3029.5,40.54,0.812,3.5,8.55,3.7,2,0.865,37.32596,-101.32513
6,C LM,3030,38.91,0.851,2.7,8.45,3.8,2,0.854,37.32596,-101.32513
6,C LM,3030.5,39.62,0.898,2.2,8.1,4.1,2,0.843,37.32596,-101.32513
6,C LM,3031,38.84,0.936,2.7,6.85,4,2,0.831,37.32596,-101.32513
6,C LM,3031.5,37.8,0.961,1,6,4.2,2,0.82,37.32596,-101.32513
6,C LM,3032,35.03,0.979,0.2,5.1,4.2,2,0.809,37.32596,-101.32513
6,C LM,3032.5,33.44,0.999,-0.3,4.95,4.1,2,0.798,37.32596,-101.32513
6,C LM,3033,36.21,1.024,0.1,5.75,3.9,2,0.787,37.32596,-101.32513
6,C LM,3033.5,40.89,1.05,1.4,6.8,3.9,2,0.775,37.32596,-101.32513
6,C LM,3034,43.3,1.063,2.6,7.4,3.9,2,0.764,37.32596,-101.32513
6,C LM,3034.5,43.27,1.06,1.9,7.05,3.7,2,0.753,37.32596,-101.32513
6,C LM,3035,38.84,1.048,0.3,5.45,3.8,2,0.742,37.32596,-101.32513
6,C LM,3035.5,35.26,1.04,-1,4.6,4,2,0.73,37.32596,-101.32513
6,C LM,3036,31.52,1.039,-1,4.4,3.9,2,0.719,37.32596,-101.32513
6,C LM,3036.5,34.32,1.042,0.4,4.7,3.9,2,0.708,37.32596,-101.32513
6,C LM,3037,37.35,1.043,1.5,5.65,4,2,0.697,37.32596,-101.32513
6,C LM,3037.5,39.69,1.035,2.4,6.4,4,2,0.685,37.32596,-101.32513
6,C LM,3038,43.08,1.024,2.1,7.05,3.9,2,0.674,37.32596,-101.32513
6,C LM,3038.5,46.27,1.015,1.5,7.15,3.8,2,0.663,37.32596,-101.32513
6,C LM,3039,47.77,1.009,1,7.4,3.8,2,0.652,37.32596,-101.32513
6,C LM,3039.5,49.96,1.008,0.3,7.45,3.9,2,0.64,37.32596,-101.32513
6,C LM,3040,51.09,1.008,1.3,6.65,4,2,0.629,37.32596,-101.32513
6,C LM,3040.5,50.21,1.007,1.6,5.7,4.1,2,0.618,37.32596,-101.32513
6,C LM,3041,50.4,1.003,2,5.5,4.1,2,0.607,37.32596,-101.32513
6,C LM,3041.5,50.99,0.994,3.1,5.75,4.2,2,0.596,37.32596,-101.32513
6,C LM,3042,49.18,0.973,3.4,6.6,4.2,2,0.584,37.32596,-101.32513
6,C LM,3042.5,48.64,0.94,4.1,6.85,4.1,2,0.573,37.32596,-101.32513
6,C LM,3043,47.11,0.909,3.9,7.25,4,2,0.562,37.32596,-101.32513
6,C LM,3043.5,48.61,0.889,2.9,7.85,3.9,2,0.551,37.32596,-101.32513
4,C LM,3044,55.32,0.888,3,8.3,3.9,2,0.539,37.32596,-101.32513
4,C LM,3044.5,60.5,0.907,4.2,9,3.9,2,0.528,37.32596,-101.32513
6,C LM,3045,69.16,0.939,6.3,9.45,4,2,0.517,37.32596,-101.32513
6,C LM,3045.5,77.53,0.979,6.6,8,4.2,2,0.506,37.32596,-101.32513
6,C LM,3046,76.88,1.022,4.3,6.15,4.4,2,0.494,37.32596,-101.32513
9,C LM,3046.5,70.4,1.064,2.4,4,4.4,2,0.483,37.32596,-101.32513
9,C LM,3047,63.2,1.101,1.4,2.4,4.3,2,0.472,37.32596,-101.32513
9,C LM,3047.5,53.89,1.118,-0.4,2.3,4.2,2,0.461,37.32596,-101.32513
9,C LM,3048,56.2,1.107,-1.2,2.7,4.2,2,0.449,37.32596,-101.32513
6,C LM,3048.5,78.23,1.074,-0.4,3.1,4.1,2,0.438,37.32596,-101.32513
6,C LM,3049,112.92,1.022,-0.8,5.1,4.1,2,0.427,37.32596,-101.32513
6,C LM,3049.5,144.15,0.963,0.4,7.7,4.1,2,0.416,37.32596,-101.32513
4,C LM,3050,157.21,0.899,4.1,9.95,4.4,2,0.404,37.32596,-101.32513
5,C LM,3050.5,152.6,0.839,5.6,11.4,4.2,2,0.393,37.32596,-101.32513
4,C LM,3051,140.93,0.792,6.1,12.25,4.1,2,0.382,37.32596,-101.32513
4,C LM,3051.5,122.45,0.761,6.6,13.3,4,2,0.371,37.32596,-101.32513
4,C LM,3052,110.67,0.748,7.5,15.15,3.9,2,0.36,37.32596,-101.32513
4,C LM,3052.5,108.85,0.754,7.3,15.85,3.6,2,0.348,37.32596,-101.32513
4,C LM,3053,105.74,0.775,8.5,16.05,3.6,2,0.337,37.32596,-101.32513
4,C LM,3053.5,100.04,0.803,9.5,16.85,3.7,2,0.326,37.32596,-101.32513
4,C LM,3054,92.64,0.828,9.5,16.05,3.9,2,0.315,37.32596,-101.32513
6,C LM,3054.5,80.47,0.841,6.8,12.5,4,2,0.303,37.32596,-101.32513
6,C LM,3055,66.94,0.838,4,8,4.2,2,0.292,37.32596,-101.32513
6,C LM,3055.5,54.06,0.823,1.9,5.45,4.3,2,0.281,37.32596,-101.32513
6,C LM,3056,47.87,0.797,0.7,4.85,4.4,2,0.27,37.32596,-101.32513
6,C LM,3056.5,49.34,0.763,2.3,4.85,4.1,2,0.258,37.32596,-101.32513
8,C LM,3057,59.88,0.721,3.2,7.2,3.9,2,0.247,37.32596,-101.32513
